"Daily Precipitation",,,
,,,
Date,Value,"Time Period","Climate Model"
1986/03/15,0.004,1986-2005,CanESM2
1986/03/16,1.197,1986-2005,CanESM2
1986/03/17,7.814,1986-2005,CanESM2
1986/03/18,11.79,1986-2005,CanESM2
1986/03/19,2.295,1986-2005,CanESM2
1986/03/20,0.857,1986-2005,CanESM2
1986/03/21,0.033,1986-2005,CanESM2
1986/03/22,9.402,1986-2005,CanESM2
1986/03/23,27.95,1986-2005,CanESM2
1986/03/24,0.237,1986-2005,CanESM2
1986/03/25,0.071,1986-2005,CanESM2
1986/03/26,1.81,1986-2005,CanESM2
1986/03/27,2.641,1986-2005,CanESM2
1986/03/28,0.048,1986-2005,CanESM2
1986/03/29,0,1986-2005,CanESM2
1986/03/30,12.112,1986-2005,CanESM2
1986/03/31,1.694,1986-2005,CanESM2
1986/04/01,0.423,1986-2005,CanESM2
1986/04/02,4.236,1986-2005,CanESM2
1986/04/03,0.002,1986-2005,CanESM2
1986/04/04,0.067,1986-2005,CanESM2
1986/04/05,4.962,1986-2005,CanESM2
1986/04/06,0.33,1986-2005,CanESM2
1986/04/07,1.057,1986-2005,CanESM2
1986/04/08,9.779,1986-2005,CanESM2
1986/04/09,0,1986-2005,CanESM2
1986/04/10,0,1986-2005,CanESM2
1986/04/11,0.005,1986-2005,CanESM2
1986/04/12,0.054,1986-2005,CanESM2
1986/04/13,9.716,1986-2005,CanESM2
1986/04/14,1.914,1986-2005,CanESM2
1986/04/15,0.564,1986-2005,CanESM2
1986/04/16,0.256,1986-2005,CanESM2
1986/04/17,0.035,1986-2005,CanESM2
1986/04/18,3.619,1986-2005,CanESM2
1986/04/19,0,1986-2005,CanESM2
1986/04/20,0.019,1986-2005,CanESM2
1986/04/21,0.443,1986-2005,CanESM2
1986/04/22,3.741,1986-2005,CanESM2
1986/04/23,0,1986-2005,CanESM2
1986/04/24,0,1986-2005,CanESM2
1986/04/25,0,1986-2005,CanESM2
1986/04/26,0.079,1986-2005,CanESM2
1986/04/27,0.511,1986-2005,CanESM2
1986/04/28,0.348,1986-2005,CanESM2
1986/04/29,0.816,1986-2005,CanESM2
1986/04/30,0.004,1986-2005,CanESM2
1986/05/01,21.262,1986-2005,CanESM2
1986/05/02,3.289,1986-2005,CanESM2
1986/05/03,1.562,1986-2005,CanESM2
1986/05/04,0.041,1986-2005,CanESM2
1986/05/05,0,1986-2005,CanESM2
1986/05/06,0,1986-2005,CanESM2
1986/05/07,0,1986-2005,CanESM2
1986/05/08,0.242,1986-2005,CanESM2
1986/05/09,0.731,1986-2005,CanESM2
1986/05/10,0.225,1986-2005,CanESM2
1986/05/11,0.102,1986-2005,CanESM2
1986/05/12,0,1986-2005,CanESM2
1986/05/13,0.907,1986-2005,CanESM2
1986/05/14,0,1986-2005,CanESM2
1986/05/15,0,1986-2005,CanESM2
1986/05/16,0,1986-2005,CanESM2
1986/05/17,0.011,1986-2005,CanESM2
1986/05/18,0,1986-2005,CanESM2
1986/05/19,0,1986-2005,CanESM2
1986/05/20,0.124,1986-2005,CanESM2
1986/05/21,0.171,1986-2005,CanESM2
1986/05/22,0.008,1986-2005,CanESM2
1986/05/23,2.637,1986-2005,CanESM2
1986/05/24,0.849,1986-2005,CanESM2
1986/05/25,0.313,1986-2005,CanESM2
1986/05/26,0,1986-2005,CanESM2
1986/05/27,0,1986-2005,CanESM2
1986/05/28,0.536,1986-2005,CanESM2
1986/05/29,0,1986-2005,CanESM2
1986/05/30,0.013,1986-2005,CanESM2
1986/05/31,0,1986-2005,CanESM2
1986/06/01,0.706,1986-2005,CanESM2
1986/06/02,0.006,1986-2005,CanESM2
1986/06/03,0,1986-2005,CanESM2
1986/06/04,0.034,1986-2005,CanESM2
1986/06/05,0,1986-2005,CanESM2
1986/06/06,0,1986-2005,CanESM2
1986/06/07,0,1986-2005,CanESM2
1986/06/08,0,1986-2005,CanESM2
1986/06/09,0,1986-2005,CanESM2
1986/06/10,0,1986-2005,CanESM2
1986/06/11,0,1986-2005,CanESM2
1986/06/12,0.005,1986-2005,CanESM2
1986/06/13,0.168,1986-2005,CanESM2
1986/06/14,0,1986-2005,CanESM2
1986/06/15,0,1986-2005,CanESM2
1986/06/16,0.051,1986-2005,CanESM2
1986/06/17,0,1986-2005,CanESM2
1986/06/18,0,1986-2005,CanESM2
1986/06/19,0,1986-2005,CanESM2
1986/06/20,0,1986-2005,CanESM2
1986/06/21,0,1986-2005,CanESM2
1986/06/22,0,1986-2005,CanESM2
1986/06/23,0,1986-2005,CanESM2
1986/06/24,0,1986-2005,CanESM2
1986/06/25,0,1986-2005,CanESM2
1986/06/26,0,1986-2005,CanESM2
1986/06/27,0,1986-2005,CanESM2
1986/06/28,0,1986-2005,CanESM2
1986/06/29,0,1986-2005,CanESM2
1986/06/30,0,1986-2005,CanESM2
1986/07/01,0,1986-2005,CanESM2
1986/07/02,0,1986-2005,CanESM2
1986/07/03,0,1986-2005,CanESM2
1986/07/04,0,1986-2005,CanESM2
1986/07/05,0,1986-2005,CanESM2
1986/07/06,0,1986-2005,CanESM2
1986/07/07,0,1986-2005,CanESM2
1986/07/08,0,1986-2005,CanESM2
1986/07/09,0,1986-2005,CanESM2
1986/07/10,0.057,1986-2005,CanESM2
1986/07/11,0,1986-2005,CanESM2
1986/07/12,0,1986-2005,CanESM2
1986/07/13,0.74,1986-2005,CanESM2
1986/07/14,0,1986-2005,CanESM2
1986/07/15,0.59,1986-2005,CanESM2
1986/07/16,0,1986-2005,CanESM2
1986/07/17,0,1986-2005,CanESM2
1986/07/18,0.011,1986-2005,CanESM2
1986/07/19,0.013,1986-2005,CanESM2
1986/07/20,0.164,1986-2005,CanESM2
1986/07/21,0.263,1986-2005,CanESM2
1986/07/22,1.46,1986-2005,CanESM2
1986/07/23,0,1986-2005,CanESM2
1986/07/24,0.153,1986-2005,CanESM2
1986/07/25,0.242,1986-2005,CanESM2
1986/07/26,3.241,1986-2005,CanESM2
1986/07/27,0.663,1986-2005,CanESM2
1986/07/28,0,1986-2005,CanESM2
1986/07/29,1.02,1986-2005,CanESM2
1986/07/30,0,1986-2005,CanESM2
1986/07/31,0.334,1986-2005,CanESM2
1986/08/01,0.031,1986-2005,CanESM2
1986/08/02,0,1986-2005,CanESM2
1986/08/03,0,1986-2005,CanESM2
1986/08/04,0,1986-2005,CanESM2
1986/08/05,0,1986-2005,CanESM2
1986/08/06,0,1986-2005,CanESM2
1986/08/07,0,1986-2005,CanESM2
1986/08/08,0,1986-2005,CanESM2
1986/08/09,0,1986-2005,CanESM2
1986/08/10,0,1986-2005,CanESM2
1986/08/11,0,1986-2005,CanESM2
1986/08/12,0,1986-2005,CanESM2
1986/08/13,0,1986-2005,CanESM2
1986/08/14,0,1986-2005,CanESM2
1986/08/15,0,1986-2005,CanESM2
1986/08/16,0,1986-2005,CanESM2
1986/08/17,0,1986-2005,CanESM2
1986/08/18,0,1986-2005,CanESM2
1986/08/19,0,1986-2005,CanESM2
1986/08/20,0,1986-2005,CanESM2
1986/08/21,0,1986-2005,CanESM2
1986/08/22,0,1986-2005,CanESM2
1986/08/23,0,1986-2005,CanESM2
1986/08/24,4.795,1986-2005,CanESM2
1986/08/25,0.263,1986-2005,CanESM2
1986/08/26,0,1986-2005,CanESM2
1986/08/27,0,1986-2005,CanESM2
1986/08/28,3.182,1986-2005,CanESM2
1986/08/29,0,1986-2005,CanESM2
1986/08/30,0,1986-2005,CanESM2
1986/08/31,11.258,1986-2005,CanESM2
1986/09/01,10.946,1986-2005,CanESM2
1986/09/02,0.207,1986-2005,CanESM2
1986/09/03,1.023,1986-2005,CanESM2
1986/09/04,0,1986-2005,CanESM2
1986/09/05,0,1986-2005,CanESM2
1986/09/06,0,1986-2005,CanESM2
1986/09/07,0.913,1986-2005,CanESM2
1986/09/08,0,1986-2005,CanESM2
1986/09/09,0,1986-2005,CanESM2
1986/09/10,0.118,1986-2005,CanESM2
1986/09/11,0,1986-2005,CanESM2
1986/09/12,0,1986-2005,CanESM2
1986/09/13,0,1986-2005,CanESM2
1986/09/14,0,1986-2005,CanESM2
1986/09/15,0,1986-2005,CanESM2
1986/09/16,0,1986-2005,CanESM2
1986/09/17,0,1986-2005,CanESM2
1986/09/18,0,1986-2005,CanESM2
1986/09/19,0,1986-2005,CanESM2
1986/09/20,6.509,1986-2005,CanESM2
1986/09/21,2.764,1986-2005,CanESM2
1986/09/22,0.133,1986-2005,CanESM2
1986/09/23,0.001,1986-2005,CanESM2
1986/09/24,0,1986-2005,CanESM2
1986/09/25,1.983,1986-2005,CanESM2
1986/09/26,1.75,1986-2005,CanESM2
1986/09/27,0,1986-2005,CanESM2
1986/09/28,1.555,1986-2005,CanESM2
1986/09/29,0,1986-2005,CanESM2
1986/09/30,0.409,1986-2005,CanESM2
1986/10/01,0,1986-2005,CanESM2
1986/10/02,0,1986-2005,CanESM2
1986/10/03,0,1986-2005,CanESM2
1986/10/04,0,1986-2005,CanESM2
1986/10/05,0,1986-2005,CanESM2
1986/10/06,0,1986-2005,CanESM2
1986/10/07,0.833,1986-2005,CanESM2
1986/10/08,0,1986-2005,CanESM2
1986/10/09,0,1986-2005,CanESM2
1986/10/10,0,1986-2005,CanESM2
1986/10/11,0,1986-2005,CanESM2
1986/10/12,0,1986-2005,CanESM2
1986/10/13,0,1986-2005,CanESM2
1986/10/14,0.04,1986-2005,CanESM2
1986/10/15,0,1986-2005,CanESM2
1986/10/16,0,1986-2005,CanESM2
1986/10/17,0,1986-2005,CanESM2
1986/10/18,0,1986-2005,CanESM2
1986/10/19,0,1986-2005,CanESM2
1986/10/20,0,1986-2005,CanESM2
1986/10/21,0,1986-2005,CanESM2
1986/10/22,0,1986-2005,CanESM2
1986/10/23,0,1986-2005,CanESM2
1986/10/24,0,1986-2005,CanESM2
1986/10/25,0.011,1986-2005,CanESM2
1986/10/26,2.814,1986-2005,CanESM2
1986/10/27,0,1986-2005,CanESM2
1986/10/28,0,1986-2005,CanESM2
1986/10/29,0,1986-2005,CanESM2
1986/10/30,0,1986-2005,CanESM2
1986/10/31,1.523,1986-2005,CanESM2
1986/11/01,17.735,1986-2005,CanESM2
1986/11/02,4.946,1986-2005,CanESM2
1986/11/03,15.948,1986-2005,CanESM2
1986/11/04,2.597,1986-2005,CanESM2
1986/11/05,1.067,1986-2005,CanESM2
1986/11/06,1.38,1986-2005,CanESM2
1986/11/07,0.433,1986-2005,CanESM2
1986/11/08,0,1986-2005,CanESM2
1986/11/09,0,1986-2005,CanESM2
1986/11/10,28.382,1986-2005,CanESM2
1986/11/11,8.191,1986-2005,CanESM2
1986/11/12,3.998,1986-2005,CanESM2
1986/11/13,6.461,1986-2005,CanESM2
1986/11/14,0.331,1986-2005,CanESM2
1986/11/15,0.52,1986-2005,CanESM2
1986/11/16,4.178,1986-2005,CanESM2
1986/11/17,1.143,1986-2005,CanESM2
1986/11/18,4.992,1986-2005,CanESM2
1986/11/19,0.069,1986-2005,CanESM2
1986/11/20,1.006,1986-2005,CanESM2
1986/11/21,0.062,1986-2005,CanESM2
1986/11/22,0.21,1986-2005,CanESM2
1986/11/23,25.248,1986-2005,CanESM2
1986/11/24,6.725,1986-2005,CanESM2
1986/11/25,0,1986-2005,CanESM2
1986/11/26,0.155,1986-2005,CanESM2
1986/11/27,1.592,1986-2005,CanESM2
1986/11/28,2.647,1986-2005,CanESM2
1986/11/29,4.484,1986-2005,CanESM2
1986/11/30,0.046,1986-2005,CanESM2
1986/12/01,0.191,1986-2005,CanESM2
1986/12/02,0.111,1986-2005,CanESM2
1986/12/03,0.264,1986-2005,CanESM2
1986/12/04,0.759,1986-2005,CanESM2
1986/12/05,3.475,1986-2005,CanESM2
1986/12/06,4.226,1986-2005,CanESM2
1986/12/07,5.975,1986-2005,CanESM2
1986/12/08,0.801,1986-2005,CanESM2
1986/12/09,0.027,1986-2005,CanESM2
1986/12/10,2.911,1986-2005,CanESM2
1986/12/11,1.723,1986-2005,CanESM2
1986/12/12,2.742,1986-2005,CanESM2
1986/12/13,0.021,1986-2005,CanESM2
1986/12/14,1.286,1986-2005,CanESM2
1986/12/15,1.433,1986-2005,CanESM2
1986/12/16,1.819,1986-2005,CanESM2
1986/12/17,1.174,1986-2005,CanESM2
1986/12/18,2.466,1986-2005,CanESM2
1986/12/19,0.946,1986-2005,CanESM2
1986/12/20,2.584,1986-2005,CanESM2
1986/12/21,0.475,1986-2005,CanESM2
1986/12/22,1.839,1986-2005,CanESM2
1986/12/23,0.047,1986-2005,CanESM2
1986/12/24,0.001,1986-2005,CanESM2
1986/12/25,0.024,1986-2005,CanESM2
1986/12/26,0,1986-2005,CanESM2
1986/12/27,13.133,1986-2005,CanESM2
1986/12/28,1.373,1986-2005,CanESM2
1986/12/29,0.002,1986-2005,CanESM2
1986/12/30,1.106,1986-2005,CanESM2
1986/12/31,0.44,1986-2005,CanESM2
1987/01/01,0.076,1986-2005,CanESM2
1987/01/02,6.845,1986-2005,CanESM2
1987/01/03,2.487,1986-2005,CanESM2
1987/01/04,0,1986-2005,CanESM2
1987/01/05,0,1986-2005,CanESM2
1987/01/06,0.003,1986-2005,CanESM2
1987/01/07,1.715,1986-2005,CanESM2
1987/01/08,0.906,1986-2005,CanESM2
1987/01/09,0,1986-2005,CanESM2
1987/01/10,4.034,1986-2005,CanESM2
1987/01/11,30.8,1986-2005,CanESM2
1987/01/12,0.18,1986-2005,CanESM2
1987/01/13,0.504,1986-2005,CanESM2
1987/01/14,0.013,1986-2005,CanESM2
1987/01/15,0.132,1986-2005,CanESM2
1987/01/16,7.761,1986-2005,CanESM2
1987/01/17,0.413,1986-2005,CanESM2
1987/01/18,3.222,1986-2005,CanESM2
1987/01/19,7.828,1986-2005,CanESM2
1987/01/20,0.177,1986-2005,CanESM2
1987/01/21,1.193,1986-2005,CanESM2
1987/01/22,0.07,1986-2005,CanESM2
1987/01/23,0.009,1986-2005,CanESM2
1987/01/24,0.012,1986-2005,CanESM2
1987/01/25,0,1986-2005,CanESM2
1987/01/26,0,1986-2005,CanESM2
1987/01/27,0,1986-2005,CanESM2
1987/01/28,0.008,1986-2005,CanESM2
1987/01/29,0.013,1986-2005,CanESM2
1987/01/30,0,1986-2005,CanESM2
1987/01/31,0,1986-2005,CanESM2
1987/02/01,0,1986-2005,CanESM2
1987/02/02,0.17,1986-2005,CanESM2
1987/02/03,0.619,1986-2005,CanESM2
1987/02/04,0.008,1986-2005,CanESM2
1987/02/05,1.005,1986-2005,CanESM2
1987/02/06,0.058,1986-2005,CanESM2
1987/02/07,0.045,1986-2005,CanESM2
1987/02/08,0,1986-2005,CanESM2
1987/02/09,14.106,1986-2005,CanESM2
1987/02/10,0.008,1986-2005,CanESM2
1987/02/11,0.017,1986-2005,CanESM2
1987/02/12,0,1986-2005,CanESM2
1987/02/13,0.002,1986-2005,CanESM2
1987/02/14,0.539,1986-2005,CanESM2
1987/02/15,0.064,1986-2005,CanESM2
1987/02/16,0.182,1986-2005,CanESM2
1987/02/17,0,1986-2005,CanESM2
1987/02/18,0,1986-2005,CanESM2
1987/02/19,0,1986-2005,CanESM2
1987/02/20,0,1986-2005,CanESM2
1987/02/21,36.448,1986-2005,CanESM2
1987/02/22,2.412,1986-2005,CanESM2
1987/02/23,1.876,1986-2005,CanESM2
1987/02/24,0.545,1986-2005,CanESM2
1987/02/25,0.521,1986-2005,CanESM2
1987/02/26,0.756,1986-2005,CanESM2
1987/02/27,0.636,1986-2005,CanESM2
1987/02/28,1.138,1986-2005,CanESM2
1987/03/01,0.681,1986-2005,CanESM2
1987/03/02,0.804,1986-2005,CanESM2
1987/03/03,0.259,1986-2005,CanESM2
1987/03/04,0,1986-2005,CanESM2
1987/03/05,5.025,1986-2005,CanESM2
1987/03/06,1.024,1986-2005,CanESM2
1987/03/07,0.213,1986-2005,CanESM2
1987/03/08,0.345,1986-2005,CanESM2
1987/03/09,0,1986-2005,CanESM2
1987/03/10,0.416,1986-2005,CanESM2
1987/03/11,0,1986-2005,CanESM2
1987/03/12,0.266,1986-2005,CanESM2
1987/03/13,0,1986-2005,CanESM2
1987/03/14,0,1986-2005,CanESM2
1987/03/15,0.278,1986-2005,CanESM2
1987/03/16,7.45,1986-2005,CanESM2
1987/03/17,1.861,1986-2005,CanESM2
1987/03/18,0.116,1986-2005,CanESM2
1987/03/19,0,1986-2005,CanESM2
1987/03/20,1.508,1986-2005,CanESM2
1987/03/21,1.541,1986-2005,CanESM2
1987/03/22,0.043,1986-2005,CanESM2
1987/03/23,0,1986-2005,CanESM2
1987/03/24,0,1986-2005,CanESM2
1987/03/25,0.002,1986-2005,CanESM2
1987/03/26,0,1986-2005,CanESM2
1987/03/27,3.812,1986-2005,CanESM2
1987/03/28,0,1986-2005,CanESM2
1987/03/29,6.17,1986-2005,CanESM2
1987/03/30,1.617,1986-2005,CanESM2
1987/03/31,1.182,1986-2005,CanESM2
1987/04/01,0.412,1986-2005,CanESM2
1987/04/02,1.521,1986-2005,CanESM2
1987/04/03,0.024,1986-2005,CanESM2
1987/04/04,0,1986-2005,CanESM2
1987/04/05,6.906,1986-2005,CanESM2
1987/04/06,0.176,1986-2005,CanESM2
1987/04/07,0.379,1986-2005,CanESM2
1987/04/08,0,1986-2005,CanESM2
1987/04/09,5.692,1986-2005,CanESM2
1987/04/10,14.996,1986-2005,CanESM2
1987/04/11,1.54,1986-2005,CanESM2
1987/04/12,0,1986-2005,CanESM2
1987/04/13,0.612,1986-2005,CanESM2
1987/04/14,9.254,1986-2005,CanESM2
1987/04/15,4.855,1986-2005,CanESM2
1987/04/16,0.147,1986-2005,CanESM2
1987/04/17,0.226,1986-2005,CanESM2
1987/04/18,0.02,1986-2005,CanESM2
1987/04/19,0,1986-2005,CanESM2
1987/04/20,0,1986-2005,CanESM2
1987/04/21,0,1986-2005,CanESM2
1987/04/22,0.467,1986-2005,CanESM2
1987/04/23,0.078,1986-2005,CanESM2
1987/04/24,0.169,1986-2005,CanESM2
1987/04/25,1.219,1986-2005,CanESM2
1987/04/26,0.175,1986-2005,CanESM2
1987/04/27,0.155,1986-2005,CanESM2
1987/04/28,2.2,1986-2005,CanESM2
1987/04/29,0.003,1986-2005,CanESM2
1987/04/30,0,1986-2005,CanESM2
1987/05/01,0.426,1986-2005,CanESM2
1987/05/02,0.029,1986-2005,CanESM2
1987/05/03,0.002,1986-2005,CanESM2
1987/05/04,0,1986-2005,CanESM2
1987/05/05,0.046,1986-2005,CanESM2
1987/05/06,0,1986-2005,CanESM2
1987/05/07,0.008,1986-2005,CanESM2
1987/05/08,0.038,1986-2005,CanESM2
1987/05/09,0.711,1986-2005,CanESM2
1987/05/10,4.063,1986-2005,CanESM2
1987/05/11,5.303,1986-2005,CanESM2
1987/05/12,4.616,1986-2005,CanESM2
1987/05/13,2.292,1986-2005,CanESM2
1987/05/14,1.074,1986-2005,CanESM2
1987/05/15,0.057,1986-2005,CanESM2
1987/05/16,0,1986-2005,CanESM2
1987/05/17,0,1986-2005,CanESM2
1987/05/18,0,1986-2005,CanESM2
1987/05/19,0.033,1986-2005,CanESM2
1987/05/20,0,1986-2005,CanESM2
1987/05/21,0.613,1986-2005,CanESM2
1987/05/22,0,1986-2005,CanESM2
1987/05/23,0,1986-2005,CanESM2
1987/05/24,0,1986-2005,CanESM2
1987/05/25,0,1986-2005,CanESM2
1987/05/26,15.251,1986-2005,CanESM2
1987/05/27,0.024,1986-2005,CanESM2
1987/05/28,0.056,1986-2005,CanESM2
1987/05/29,0,1986-2005,CanESM2
1987/05/30,0,1986-2005,CanESM2
1987/05/31,0,1986-2005,CanESM2
1987/06/01,0,1986-2005,CanESM2
1987/06/02,0.045,1986-2005,CanESM2
1987/06/03,0.489,1986-2005,CanESM2
1987/06/04,0,1986-2005,CanESM2
1987/06/05,0,1986-2005,CanESM2
1987/06/06,0,1986-2005,CanESM2
1987/06/07,0,1986-2005,CanESM2
1987/06/08,0,1986-2005,CanESM2
1987/06/09,0.027,1986-2005,CanESM2
1987/06/10,0.216,1986-2005,CanESM2
1987/06/11,0.041,1986-2005,CanESM2
1987/06/12,0,1986-2005,CanESM2
1987/06/13,0,1986-2005,CanESM2
1987/06/14,0,1986-2005,CanESM2
1987/06/15,0,1986-2005,CanESM2
1987/06/16,0,1986-2005,CanESM2
1987/06/17,0,1986-2005,CanESM2
1987/06/18,0,1986-2005,CanESM2
1987/06/19,0,1986-2005,CanESM2
1987/06/20,0,1986-2005,CanESM2
1987/06/21,0.069,1986-2005,CanESM2
1987/06/22,0.438,1986-2005,CanESM2
1987/06/23,0.005,1986-2005,CanESM2
1987/06/24,0,1986-2005,CanESM2
1987/06/25,0,1986-2005,CanESM2
1987/06/26,0.002,1986-2005,CanESM2
1987/06/27,0.11,1986-2005,CanESM2
1987/06/28,0,1986-2005,CanESM2
1987/06/29,32.028,1986-2005,CanESM2
1987/06/30,0.04,1986-2005,CanESM2
1987/07/01,0,1986-2005,CanESM2
1987/07/02,0,1986-2005,CanESM2
1987/07/03,0,1986-2005,CanESM2
1987/07/04,0,1986-2005,CanESM2
1987/07/05,0,1986-2005,CanESM2
1987/07/06,0,1986-2005,CanESM2
1987/07/07,0,1986-2005,CanESM2
1987/07/08,0.143,1986-2005,CanESM2
1987/07/09,0.014,1986-2005,CanESM2
1987/07/10,0,1986-2005,CanESM2
1987/07/11,0,1986-2005,CanESM2
1987/07/12,0,1986-2005,CanESM2
1987/07/13,0,1986-2005,CanESM2
1987/07/14,0,1986-2005,CanESM2
1987/07/15,0,1986-2005,CanESM2
1987/07/16,0,1986-2005,CanESM2
1987/07/17,1.12,1986-2005,CanESM2
1987/07/18,0.007,1986-2005,CanESM2
1987/07/19,0,1986-2005,CanESM2
1987/07/20,0.183,1986-2005,CanESM2
1987/07/21,0,1986-2005,CanESM2
1987/07/22,0,1986-2005,CanESM2
1987/07/23,0,1986-2005,CanESM2
1987/07/24,0,1986-2005,CanESM2
1987/07/25,0,1986-2005,CanESM2
1987/07/26,0,1986-2005,CanESM2
1987/07/27,0,1986-2005,CanESM2
1987/07/28,0,1986-2005,CanESM2
1987/07/29,0,1986-2005,CanESM2
1987/07/30,0,1986-2005,CanESM2
1987/07/31,0,1986-2005,CanESM2
1987/08/01,0.132,1986-2005,CanESM2
1987/08/02,1.649,1986-2005,CanESM2
1987/08/03,0,1986-2005,CanESM2
1987/08/04,0,1986-2005,CanESM2
1987/08/05,1.012,1986-2005,CanESM2
1987/08/06,0,1986-2005,CanESM2
1987/08/07,0,1986-2005,CanESM2
1987/08/08,0,1986-2005,CanESM2
1987/08/09,0,1986-2005,CanESM2
1987/08/10,0,1986-2005,CanESM2
1987/08/11,0,1986-2005,CanESM2
1987/08/12,0,1986-2005,CanESM2
1987/08/13,0,1986-2005,CanESM2
1987/08/14,0,1986-2005,CanESM2
1987/08/15,0.267,1986-2005,CanESM2
1987/08/16,0,1986-2005,CanESM2
1987/08/17,0,1986-2005,CanESM2
1987/08/18,0,1986-2005,CanESM2
1987/08/19,2.492,1986-2005,CanESM2
